,match_id,team_total,Unnamed: 0,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,total_runs_scored,wickets_remaining,balls_remaining,striker_score,non_striker_score,partnership,runs_remaining
0,959175,128,7110,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.1,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,120,0,0,0,128
1,959175,128,7111,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.2,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,119,0,0,0,128
2,959175,128,7112,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.3,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,118,0,0,0,128
3,959175,128,7113,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.4,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,117,0,0,0,128
4,959175,128,7114,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.5,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,116,0,0,0,128
5,959175,128,7115,2015/16,2016-02-04,Dubai International Cricket Stadium,1,0.6,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,0,10,115,0,0,0,128
6,959175,128,7116,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.1,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,0,0,,,,,,,,,,0,10,114,0,0,0,128
7,959175,128,7117,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.2,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,1,0,,,,,,,,,,0,10,113,0,0,0,127
8,959175,128,7118,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.3,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Zulfiqar Babar,2,0,,,,,,,,,,1,10,112,0,1,1,125
9,959175,128,7119,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.4,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Zulfiqar Babar,0,0,,,,,,,,,,3,10,111,2,1,3,125
10,959175,128,7120,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.5,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Zulfiqar Babar,0,0,,,,,,,,,,3,10,110,2,1,3,125
11,959175,128,7121,2015/16,2016-02-04,Dubai International Cricket Stadium,1,1.6,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Zulfiqar Babar,2,0,,,,,,,,,,3,10,109,2,1,3,123
12,959175,128,7122,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.1,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Anwar Ali,1,0,,,,,,,,,,5,10,108,1,4,5,122
13,959175,128,7123,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.2,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,4,0,,,,,,,,,,6,10,107,4,2,6,118
14,959175,128,7124,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.3,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,10,10,106,8,2,10,118
15,959175,128,7125,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.4,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,10,10,105,8,2,10,118
16,959175,128,7126,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.5,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,0,0,,,,,,,,,,10,10,104,8,2,10,118
17,959175,128,7127,2015/16,2016-02-04,Dubai International Cricket Stadium,1,2.6,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Anwar Ali,1,0,,,,,,,,,,10,10,103,8,2,10,117
18,959175,128,7128,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.1,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Mohammad Nabi,0,0,,,,,,,,,,11,10,102,9,2,11,117
19,959175,128,7129,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.2,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Mohammad Nabi,0,0,,,,,,,,,,11,10,101,9,2,11,117
20,959175,128,7130,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.3,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Mohammad Nabi,1,0,,,,,,,,,,11,10,100,9,2,11,116
21,959175,128,7131,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.4,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,12,10,99,2,10,12,116
22,959175,128,7132,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.5,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,12,10,98,2,10,12,116
23,959175,128,7133,2015/16,2016-02-04,Dubai International Cricket Stadium,1,3.6,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,12,10,97,2,10,12,116
24,959175,128,7134,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.1,Islamabad United,Quetta Gladiators,SR Watson,Sharjeel Khan,Zulfiqar Babar,1,0,,,,,,,,,,12,10,96,10,2,12,115
25,959175,128,7135,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.2,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,0,0,,,,,,,,,,13,10,95,2,11,13,115
26,959175,128,7136,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.3,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,0,0,,,,,,,,,,13,10,94,2,11,13,115
27,959175,128,7137,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.4,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,6,0,,,,,,,,,,13,10,93,2,11,13,109
28,959175,128,7138,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.5,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,2,0,,,,,,,,,,19,10,92,8,11,19,107
29,959175,128,7139,2015/16,2016-02-04,Dubai International Cricket Stadium,1,4.6,Islamabad United,Quetta Gladiators,Sharjeel Khan,SR Watson,Zulfiqar Babar,0,0,,,,,,caught,Sharjeel Khan,,,21,10,91,10,11,21,107
30,959175,128,7140,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.1,Islamabad United,Quetta Gladiators,SR Watson,Umar Amin,Mohammad Nabi,0,0,,,,,,,,,,21,9,90,11,0,0,107
31,959175,128,7141,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.2,Islamabad United,Quetta Gladiators,SR Watson,Umar Amin,Mohammad Nabi,0,0,,,,,,,,,,21,9,89,11,0,0,107
32,959175,128,7142,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.3,Islamabad United,Quetta Gladiators,SR Watson,Umar Amin,Mohammad Nabi,1,0,,,,,,,,,,21,9,88,11,0,0,106
33,959175,128,7143,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.4,Islamabad United,Quetta Gladiators,Umar Amin,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,22,9,87,0,12,1,106
34,959175,128,7144,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.5,Islamabad United,Quetta Gladiators,Umar Amin,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,22,9,86,0,12,1,106
35,959175,128,7145,2015/16,2016-02-04,Dubai International Cricket Stadium,1,5.6,Islamabad United,Quetta Gladiators,Umar Amin,SR Watson,Mohammad Nabi,0,0,,,,,,,,,,22,9,85,0,12,1,106
36,959175,128,7146,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.1,Islamabad United,Quetta Gladiators,SR Watson,Umar Amin,Umar Gul,1,0,,,,,,,,,,22,9,84,12,0,1,105
37,959175,128,7147,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.2,Islamabad United,Quetta Gladiators,Umar Amin,SR Watson,Umar Gul,0,1,1.0,,,,,,,,,23,9,83,0,13,2,104
38,959175,128,7148,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.2,Islamabad United,Quetta Gladiators,Umar Amin,SR Watson,Umar Gul,0,0,,,,,,caught,Umar Amin,,,24,9,83,0,13,3,104
39,959175,128,7149,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.3,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Umar Gul,0,0,,,,,,,,,,24,8,82,0,13,0,104
40,959175,128,7150,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.4,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Umar Gul,0,0,,,,,,,,,,24,8,81,0,13,0,104
41,959175,128,7151,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.5,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Umar Gul,0,0,,,,,,,,,,24,8,80,0,13,0,104
42,959175,128,7152,2015/16,2016-02-04,Dubai International Cricket Stadium,1,6.6,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Umar Gul,1,0,,,,,,,,,,24,8,79,0,13,0,103
43,959175,128,7153,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.1,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Mohammad Nawaz (3),0,0,,,,,,,,,,25,8,78,1,13,1,103
44,959175,128,7154,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.2,Islamabad United,Quetta Gladiators,Babar Azam,SR Watson,Mohammad Nawaz (3),1,0,,,,,,,,,,25,8,77,1,13,1,102
45,959175,128,7155,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.3,Islamabad United,Quetta Gladiators,SR Watson,Babar Azam,Mohammad Nawaz (3),0,0,,,,,,,,,,26,8,76,13,2,2,102
46,959175,128,7156,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.4,Islamabad United,Quetta Gladiators,SR Watson,Babar Azam,Mohammad Nawaz (3),2,0,,,,,,,,,,26,8,75,13,2,2,100
47,959175,128,7157,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.5,Islamabad United,Quetta Gladiators,SR Watson,Babar Azam,Mohammad Nawaz (3),0,0,,,,,,,,,,28,8,74,15,2,4,100
48,959175,128,7158,2015/16,2016-02-04,Dubai International Cricket Stadium,1,7.6,Islamabad United,Quetta Gladiators,SR Watson,Babar Azam,Mohammad Nawaz (3),0,0,,,,,,bowled,SR Watson,,,28,8,73,15,2,4,100
49,959175,128,7159,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.1,Islamabad United,Quetta Gladiators,Babar Azam,SW Billings,Akbar-ur-Rehman,0,0,,,,,,,,,,28,7,72,2,0,0,100
50,959175,128,7160,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.2,Islamabad United,Quetta Gladiators,Babar Azam,SW Billings,Akbar-ur-Rehman,1,0,,,,,,,,,,28,7,71,2,0,0,99
51,959175,128,7161,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.3,Islamabad United,Quetta Gladiators,SW Billings,Babar Azam,Akbar-ur-Rehman,1,0,,,,,,,,,,29,7,70,0,3,1,98
52,959175,128,7162,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.4,Islamabad United,Quetta Gladiators,Babar Azam,SW Billings,Akbar-ur-Rehman,1,0,,,,,,,,,,30,7,69,3,1,2,97
53,959175,128,7163,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.5,Islamabad United,Quetta Gladiators,SW Billings,Babar Azam,Akbar-ur-Rehman,0,0,,,,,,,,,,31,7,68,1,4,3,97
54,959175,128,7164,2015/16,2016-02-04,Dubai International Cricket Stadium,1,8.6,Islamabad United,Quetta Gladiators,SW Billings,Babar Azam,Akbar-ur-Rehman,1,0,,,,,,,,,,31,7,67,1,4,3,96
55,959175,128,7165,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.1,Islamabad United,Quetta Gladiators,SW Billings,Babar Azam,Mohammad Nawaz (3),0,0,,,,,,bowled,SW Billings,,,32,7,66,2,4,4,96
56,959175,128,7166,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.2,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Mohammad Nawaz (3),1,0,,,,,,,,,,32,6,65,0,4,0,95
57,959175,128,7167,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.3,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Mohammad Nawaz (3),1,0,,,,,,,,,,33,6,64,4,1,1,94
58,959175,128,7168,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Mohammad Nawaz (3),0,0,,,,,,,,,,34,6,63,1,5,2,94
59,959175,128,7169,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.5,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Mohammad Nawaz (3),1,0,,,,,,,,,,34,6,62,1,5,2,93
60,959175,128,7170,2015/16,2016-02-04,Dubai International Cricket Stadium,1,9.6,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Mohammad Nawaz (3),1,0,,,,,,,,,,35,6,61,5,2,3,92
61,959175,128,7171,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.1,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Akbar-ur-Rehman,1,0,,,,,,,,,,36,6,60,6,2,4,91
62,959175,128,7172,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.2,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Akbar-ur-Rehman,1,0,,,,,,,,,,37,6,59,2,7,5,90
63,959175,128,7173,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.3,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Akbar-ur-Rehman,1,0,,,,,,,,,,38,6,58,7,3,6,89
64,959175,128,7174,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Akbar-ur-Rehman,0,0,,,,,,,,,,39,6,57,3,8,7,89
65,959175,128,7175,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.5,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Akbar-ur-Rehman,0,0,,,,,,,,,,39,6,56,3,8,7,89
66,959175,128,7176,2015/16,2016-02-04,Dubai International Cricket Stadium,1,10.6,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Akbar-ur-Rehman,1,0,,,,,,,,,,39,6,55,3,8,7,88
67,959175,128,7177,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Zulfiqar Babar,0,0,,,,,,,,,,40,6,54,4,8,8,88
68,959175,128,7178,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.2,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Zulfiqar Babar,4,0,,,,,,,,,,40,6,53,4,8,8,84
69,959175,128,7179,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.3,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Zulfiqar Babar,2,0,,,,,,,,,,44,6,52,8,8,12,82
70,959175,128,7180,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Zulfiqar Babar,1,0,,,,,,,,,,46,6,51,10,8,14,81
71,959175,128,7181,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.5,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Zulfiqar Babar,2,0,,,,,,,,,,47,6,50,8,11,15,79
72,959175,128,7182,2015/16,2016-02-04,Dubai International Cricket Stadium,1,11.6,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Zulfiqar Babar,4,0,,,,,,,,,,49,6,49,10,11,17,75
73,959175,128,7183,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Mohammad Nawaz (3),1,0,,,,,,,,,,53,6,48,11,14,21,74
74,959175,128,7184,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.2,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Mohammad Nawaz (3),1,0,,,,,,,,,,54,6,47,14,12,22,73
75,959175,128,7185,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.3,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Babar Azam,Mohammad Nawaz (3),1,0,,,,,,,,,,55,6,46,12,15,23,72
76,959175,128,7186,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.4,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Mohammad Nawaz (3),0,0,,,,,,,,,,56,6,45,15,13,24,72
77,959175,128,7187,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.5,Islamabad United,Quetta Gladiators,Babar Azam,Misbah-ul-Haq,Mohammad Nawaz (3),0,0,,,,,,caught,Babar Azam,,,56,6,44,15,13,24,72
78,959175,128,7188,2015/16,2016-02-04,Dubai International Cricket Stadium,1,12.6,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Imran Khalid,Mohammad Nawaz (3),1,0,,,,,,,,,,56,5,43,13,0,0,71
79,959175,128,7189,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Imran Khalid,Mohammad Nabi,1,0,,,,,,,,,,57,5,42,14,0,1,70
80,959175,128,7190,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.2,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nabi,2,0,,,,,,,,,,58,5,41,0,15,2,68
81,959175,128,7191,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.3,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nabi,0,0,,,,,,,,,,60,5,40,2,15,4,68
82,959175,128,7192,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.4,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nabi,0,0,,,,,,,,,,60,5,39,2,15,4,68
83,959175,128,7193,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.5,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nabi,2,0,,,,,,,,,,60,5,38,2,15,4,66
84,959175,128,7194,2015/16,2016-02-04,Dubai International Cricket Stadium,1,13.6,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nabi,0,0,,,,,,,,,,62,5,37,4,15,6,66
85,959175,128,7195,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,Imran Khalid,Mohammad Nawaz (3),1,0,,,,,,,,,,62,5,36,15,4,6,65
86,959175,128,7196,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.2,Islamabad United,Quetta Gladiators,Imran Khalid,Misbah-ul-Haq,Mohammad Nawaz (3),0,0,,,,,,caught,Imran Khalid,,,63,5,35,4,16,7,65
87,959175,128,7197,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.3,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Mohammad Nawaz (3),0,0,,,,,,,,,,63,4,34,16,0,0,65
88,959175,128,7198,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Mohammad Nawaz (3),1,0,,,,,,,,,,63,4,33,16,0,0,64
89,959175,128,7199,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.5,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nawaz (3),0,0,,,,,,,,,,64,4,32,0,17,1,64
90,959175,128,7200,2015/16,2016-02-04,Dubai International Cricket Stadium,1,14.6,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nawaz (3),0,0,,,,,,,,,,64,4,31,0,17,1,64
91,959175,128,7201,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Mohammad Nabi,3,0,,,,,,,,,,64,4,30,17,0,1,61
92,959175,128,7202,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.2,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nabi,0,0,,,,,,,,,,67,4,29,0,20,4,61
93,959175,128,7203,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.3,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nabi,6,0,,,,,,,,,,67,4,28,0,20,4,55
94,959175,128,7204,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.4,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nabi,0,1,1.0,,,,,,,,,73,4,27,6,20,10,54
95,959175,128,7205,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.4,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nabi,0,0,,,,,,,,,,74,4,27,6,20,11,54
96,959175,128,7206,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.5,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Mohammad Nabi,1,0,,,,,,,,,,74,4,26,6,20,11,53
97,959175,128,7207,2015/16,2016-02-04,Dubai International Cricket Stadium,1,15.6,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Mohammad Nabi,2,0,,,,,,,,,,75,4,25,20,7,12,51
98,959175,128,7208,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.1,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Zulfiqar Babar,0,0,,,,,,,,,,77,4,24,7,22,14,51
99,959175,128,7209,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.2,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Zulfiqar Babar,1,0,,,,,,,,,,77,4,23,7,22,14,50
100,959175,128,7210,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.3,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Zulfiqar Babar,1,0,,,,,,,,,,78,4,22,22,8,15,49
101,959175,128,7211,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.4,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Zulfiqar Babar,1,0,,,,,,,,,,79,4,21,8,23,16,48
102,959175,128,7212,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.5,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Zulfiqar Babar,0,0,,,,,,,,,,80,4,20,23,9,17,48
103,959175,128,7213,2015/16,2016-02-04,Dubai International Cricket Stadium,1,16.6,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Zulfiqar Babar,6,0,,,,,,,,,,80,4,19,23,9,17,42
104,959175,128,7214,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.1,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,2,0,,,,,,,,,,86,4,18,9,29,23,40
105,959175,128,7215,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.2,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,4,0,,,,,,,,,,88,4,17,11,29,25,36
106,959175,128,7216,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.3,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,4,0,,,,,,,,,,92,4,16,15,29,29,32
107,959175,128,7217,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.4,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,6,0,,,,,,,,,,96,4,15,19,29,33,26
108,959175,128,7218,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.5,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,4,0,,,,,,,,,,102,4,14,25,29,39,22
109,959175,128,7219,2015/16,2016-02-04,Dubai International Cricket Stadium,1,17.6,Islamabad United,Quetta Gladiators,AD Russell,Misbah-ul-Haq,Umar Gul,0,0,,,,,,,,,,106,4,13,29,29,43,22
110,959175,128,7220,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.1,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,4,0,,,,,,,,,,106,4,12,29,29,43,18
111,959175,128,7221,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.2,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,4,0,,,,,,,,,,110,4,11,33,29,47,14
112,959175,128,7222,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.3,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,0,0,,,,,,,,,,114,4,10,37,29,51,14
113,959175,128,7223,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,0,1,1.0,,,,,,,,,114,4,9,37,29,51,13
114,959175,128,7224,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.4,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,4,0,,,,,,,,,,115,4,9,37,29,52,9
115,959175,128,7225,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.5,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,0,1,1.0,,,,,,,,,119,4,8,41,29,56,8
116,959175,128,7226,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.5,Islamabad United,Quetta Gladiators,Misbah-ul-Haq,AD Russell,Anwar Ali,0,0,,,,,,caught,Misbah-ul-Haq,,,120,4,8,41,29,57,8
117,959175,128,7227,2015/16,2016-02-04,Dubai International Cricket Stadium,1,18.6,Islamabad United,Quetta Gladiators,S Badree,AD Russell,Anwar Ali,1,0,,,,,,,,,,120,3,7,0,29,0,7
118,959175,128,7228,2015/16,2016-02-04,Dubai International Cricket Stadium,1,19.1,Islamabad United,Quetta Gladiators,S Badree,AD Russell,Umar Gul,1,0,,,,,,,,,,121,3,6,1,29,1,6
119,959175,128,7229,2015/16,2016-02-04,Dubai International Cricket Stadium,1,19.2,Islamabad United,Quetta Gladiators,AD Russell,S Badree,Umar Gul,0,0,,,,,,,,,,122,3,5,29,2,2,6
120,959175,128,7230,2015/16,2016-02-04,Dubai International Cricket Stadium,1,19.3,Islamabad United,Quetta Gladiators,AD Russell,S Badree,Umar Gul,2,0,,,,,,,,,,122,3,4,29,2,2,4
