,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
391,Burt Cockley,Australia,Burt Thomas Cockley,"['Kings XI Punjab,', 'New South Wales,', 'New South Wales Country,', 'New South Wales Second XI,', 'Perth Scorchers']",Right-hand bat,Right-arm fast-medium,BT Cockley,1,Right,Right,medium
392,Sumit Khatri,India,Sumit Khatri,"['Rajasthan,', 'Rajasthan Royals']",Left-hand bat,Slow left-arm chinaman,S Khatri,0,Left,Right,slow
393,AD Russell,West Indies,Andre Dwayne Russell,"['West Indies,', 'Delhi Daredevils,', 'Islamabad United,', 'Jamaica,', 'Jamaica Tallawahs,', 'Kolkata Knight Riders,', 'Multan Sultans,', 'Sydney Thunder,', 'Sylhet Royals,', 'Vancouver Knights,', 'West Indies A,', 'Worcestershire']",Right-hand bat,Right-arm fast,AD Russell,1,Right,Right,fast
394,Iqbal Abdulla,India,Sayed Iqbal Abdulla,"['India A,', 'India Green,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Mumbai,', 'Rajasthan Royals,', 'Royal Challengers Bangalore']",Left-hand bat,Slow left-arm orthodox,SI Abdulla,0,Left,Right,slow
395,DM Bravo,West Indies,Darren Michael Bravo,"['West Indies,', 'Deccan Chargers,', 'Kolkata Knight Riders,', 'Multan Sultans,', 'Nottinghamshire,', 'Trinbago Knight Riders,', 'Trinidad & Tobago,', 'Trinidad & Tobago Red Steel,', 'Trinidad & Tobago Under-19s,', 'West Indies A,', 'West Indies Under-19s,', 'Winnipeg Hawks']",Left-hand bat,Right-arm medium-fast,DM Bravo,1,Left,Right,medium
396,CJ Anderson,New Zealand,Corey James Anderson,"['New Zealand,', 'Canterbury,', 'Delhi Daredevils,', 'Lahore Qalandars,', 'Mumbai Indians,', 'New Zealand A,', 'New Zealand Under-19s,', 'Northern Districts,', 'Royal Challengers Bangalore,', 'Somerset']",Left-hand bat,Left-arm medium-fast,CJ Anderson,1,Left,Left,medium
397,KS Williamson,New Zealand,Kane Stuart Williamson,"['New Zealand,', 'Barbados Tridents,', 'Gloucestershire,', 'Gloucestershire 2nd XI,', 'New Zealand Under-19s,', 'Northern Districts,', 'Sunrisers Hyderabad,', 'Yorkshire']",Right-hand bat,Right-arm offbreak,KS Williamson,1,Right,Right,off
398,TA Boult,New Zealand,Trent Alexander Boult,"['New Zealand,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'New Zealand A,', 'New Zealand Under-19s,', 'Northern Districts,', 'Sunrisers Hyderabad']",Right-hand bat,Left-arm fast-medium,TA Boult,1,Right,Left,medium
399,AM Rahane,India,Ajinkya Madhukar Rahane,"['India,', 'India A,', 'India Blue,', 'India Emerging Players,', 'India Under-19s,', 'Mumbai,', 'Mumbai Indians,', 'Rajasthan Royals,', 'Rising Pune Supergiants']",Right-hand bat,Right-arm medium,AM Rahane,0,Right,Right,medium
400,DS Kulkarni,India,Dhawal Sunil Kulkarni,"['India,', 'Gujarat Lions,', 'India A,', 'India Under-19s,', 'Mumbai,', ""Mumbai Cricket Association President's XI,"", 'Mumbai Indians,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium,DS Kulkarni,0,Right,Right,medium
401,D Salunkhe,India,Dinesh Salunkhe,"['Cricket Star XI,', 'Leicestershire 2nd XI,', 'Mumbai,', 'Mumbai Cricket Association XI,', 'Rajasthan Royals']",Right-hand bat,Legbreak,D Salunkhe,0,Right,Right,leg
402,RA Shaikh,India,Rahil Akhil Ahmed Shaikh,"Mumbai, 'Mumbai Indians'",Left-hand bat,Left-arm medium,RAA Shaikh,0,Left,Left,medium
403,Napoleon Einstein,India,Napoleon Einstein,"['Chennai Super Kings,', 'India Under-19s,', 'Tamil Nadu']",Right-hand bat,Right-arm offbreak,N Einstein,0,Right,Right,off
404,PJ Sangwan,India,Pradeep Jaibeer Sangwan,"['Delhi,', 'Delhi Daredevils,', 'Gujarat Lions,', 'Kolkata Knight Riders,', 'Mumbai Indians']",Right-hand bat,Left-arm medium,PJ Sangwan,0,Right,Left,medium
405,Chirag Pathak,India,Chirag Rajeshbhai Pathak,"['Kolkata Knight Riders,', 'Saurashtra']",Left-hand bat,,CR Pathak,0,Left,Right,
406,SB Wagh,India,Shrikant Bhaskar Wagh,"['Australian Institute of Sports,', 'Central Zone,', 'India A,', 'Pune Warriors,', 'Rajasthan Royals,', 'Vidarbha']",Left-hand bat,Left-arm medium-fast,SB Wagh,0,Left,Left,medium
407,IR Jaggi,India,Ishank Rajiv Jaggi,"['Deccan Chargers,', 'East Zone,', 'India Red,', 'Kolkata Knight Riders,', 'Royal Challengers Bangalore,', 'Tata Sports Club']",Right-hand bat,Legbreak googly,IR Jaggi,0,Right,Right,leg
408,P Parameswaran,India,Prasanth Parameswaran,"['Kerala,', 'Kochi Tuskers Kerala,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Right-hand bat,Left-arm medium,P Parameswaran,0,Right,Left,medium
409,WP Saha,India,Wriddhiman Prasanta Saha,"['India,', 'Bengal,', 'Chennai Super Kings,', 'India A,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Sunrisers Hyderabad']",Right-hand bat,,WP Saha,0,Right,Right,
410,SS Mundhe,India,Shrikant Shrihari Mundhe,"['India Red,', 'Kolkata Knight Riders,', 'Maharashtra,', 'Pune Warriors']",Right-hand bat,Right-arm medium,SS Mundhe,0,Right,Right,medium
411,Anup Revandkar,India,Anup Premamand Revandkar,"['India Under-19s,', 'Mumbai,', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,AP Revandkar,0,Right,Right,off
412,Shrideep Mangela,India,Shrideep Ganpat Mangela,"['Invitation XI,', 'Mumbai Under-17s,', 'Mumbai Under-19s,', 'Mumbai Under-22s,', 'Rajasthan Royals']",Left-hand bat,Legbreak googly,SG Mangela,0,Left,Right,leg
413,Jonathan Vandiar,South Africa,Jonathan David Vandiar,"['Dolphins,', 'KwaZulu-Natal,', 'Lions,', 'Royal Challengers Bangalore,', 'South Africa A,', 'South Africa Under-19s']",Left-hand bat,Legbreak,JD Vandiar,1,Left,Right,leg
414,JR Hazlewood,Australia,Josh Reginald Hazlewood,"['Australia,', 'Australia Under-19s,', 'Mumbai Indians,', 'New South Wales,', 'New South Wales Country,', 'New South Wales Under-17s,', 'New South Wales Under-19s,', 'St George,', 'Sydney Sixers']",Left-hand bat,Right-arm fast-medium,JR Hazlewood,1,Left,Right,medium
415,CJ Jordan,England,Christopher James Jordan,"['England,', 'Adelaide Strikers,', 'Barbados,', 'England Lions,', 'Peshawar Zalmi,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Surrey,', 'Surrey 2nd XI,', 'Sussex,', 'Sydney Thunder']",Right-hand bat,Right-arm fast-medium,CJ Jordan,1,Right,Right,medium
416,P Amarnath,India,Palani Amarnath,"['Chennai Super Kings,', 'Madurai Super Giant,', 'Tamil Nadu']",Right-hand bat,Right-arm medium,P Amarnath,0,Right,Right,medium
417,MK Pandey,India,Manish Krishnanand Pandey,"['India,', 'India A,', 'Karnataka,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Pune Warriors,', 'Royal Challengers Bangalore,', 'South Zone,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,MK Pandey,0,Right,Right,medium
418,S Aravind,India,Sreenath Aravind,"['India,', 'Karnataka,', 'Mangalore United,', 'Royal Challengers Bangalore']",Left-hand bat,Left-arm medium-fast,S Aravind,0,Left,Left,medium
419,Amit Yadav,India,Amit Ramkumar Yadav,"['Goa,', 'Kings XI Punjab']",Right-hand bat,Right-arm offbreak,AR Yadav,0,Right,Right,off
420,RR Raje,India,Rohan Ravindra Raje,"['Mumbai,', 'Mumbai Indians']",Right-hand bat,Right-arm fast-medium,RR Raje,0,Right,Right,medium
421,KM Jadhav,India,Kedar Mahadav Jadhav,"['India,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'India A,', 'Kochi Tuskers Kerala,', 'Maharashtra,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm offbreak,KM Jadhav,0,Right,Right,off
422,Abdulahad Malek,India,Abdulahad Akhterhusain Malek,"['Gujarat,', 'Rajasthan Royals']",Left-hand bat,,AA Malek,0,Left,Right,
423,Ishwar Chaudhary,India,Ishwar Haribhai Chaudhary,"['Australian Centre of Excellence,', 'Gujarat,', 'Gujarat Cricket Association XI,', 'Gujarat Under-14s,', 'Gujarat Under-19s,', 'Gujarat Under-22s,', 'India Under-19s,', 'Kolkata Knight Riders,', 'National Academy of India,', 'Sikkim,', 'West Zone Under-19s']",Right-hand bat,Right-arm fast-medium,IH Chaudhary,0,Right,Right,medium
424,R Dhawan,India,Rishi Dhawan,"['India,', 'Himachal Pradesh,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Mumbai Indians']",Right-hand bat,Right-arm medium-fast,R Dhawan,0,Right,Right,medium
425,Natraj Behera,India,Natraj Bhuban Behera,"['Kolkata Knight Riders,', 'Orissa,', 'Orissa Cricket Association XI']",Right-hand bat,,NB Behera,0,Right,Right,
426,JM Bairstow,England,Jonathan Marc Bairstow,"['England,', 'England Lions,', 'England Performance Programme,', 'Peshawar Zalmi,', 'Sunrisers Hyderabad,', 'Yorkshire,', 'Yorkshire 2nd XI']",Right-hand bat,Right-arm medium,JM Bairstow,1,Right,Right,medium
427,KJ Abbott,South Africa,Kyle John Abbott,"['South Africa,', 'Chennai Super Kings,', 'Dolphins,', 'Hampshire,', 'Kings XI Punjab,', 'KwaZulu-Natal,', 'Lahore Qalandars,', 'Middlesex,', 'Pune Warriors,', 'Somerset 2nd XI,', 'South Africa A,', 'Warriors,', 'Worcestershire']",Right-hand bat,Right-arm fast-medium,KJ Abbott,1,Right,Right,medium
428,SW Billings,England,Samuel William Billings,"['England,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'England A,', 'England Under-19s,', 'ICC World XI,', 'Islamabad United,', 'Kent,', 'Kent 2nd XI,', 'Loughborough Marylebone Cricket Club University (England),', 'Sydney Sixers']",Right-hand bat,,SW Billings,1,Right,Right,
429,JJ Roy,England,Jason Jonathan Roy,"['England,', 'Chittagong Kings,', 'Delhi Daredevils,', 'England Lions,', 'Gujarat Lions,', 'Lahore Qalandars,', 'Quetta Gladiators,', 'Surrey,', 'Surrey 2nd XI,', 'Sydney Sixers,', 'Sydney Thunder']",Right-hand bat,,JJ Roy,1,Right,Right,
430,Dinesh Chandimal,Sri Lanka,Lokuge Dinesh Chandimal,"['Sri Lanka,', 'Nondescripts Cricket Club,', 'Rajasthan Royals,', 'Ruhuna,', 'Schools Invitation XI,', 'Sri Lanka A,', 'Sri Lanka Academy XI,', ""Sri Lanka Board President's XI,"", 'Sri Lanka Cricket Development XI,', 'Sri Lanka Under-17s,', 'Sri Lanka Under-19s']",Right-hand bat,Right-arm offbreak,LD Chandimal,1,Right,Right,off
431,MDKJ Perera,Sri Lanka,Mathurage Don Kusal Janith Perera,"['Sri Lanka,', 'Colts Cricket Club,', 'Rajasthan Royals,', 'Ruhuna,', 'Schools Invitation XI,', 'Southern Express,', 'Sri Lanka A,', 'Sri Lanka Under-19s,', 'Wayamba']",Left-hand bat,,MDKJ Perera,1,Left,Right,
432,CM Gautam,India,Chidhambaram Muralidharen Gautam,"['Delhi Daredevils,', 'India Emerging Players,', 'Karnataka,', 'Karnataka XI,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'South Zone']",Right-hand bat,,CM Gautam,0,Right,Right,
433,SP Goswami,India,Shreevats Pratyush Goswami,"['Bengal,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Left-hand bat,,SP Goswami,0,Left,Right,
434,A Mukund,India,Abhinav Mukund,"['India,', 'Albert TUTI Patriots,', 'Chennai Super Kings,', 'India A,', 'India Under-19s,', 'Royal Challengers Bangalore,', 'South Zone,', 'Tamil Nadu']",Left-hand bat,Legbreak googly,A Mukund,0,Left,Right,leg
435,Mohammed Arif,India,Mohammed Arif Parihar,"['India Under-19s,', 'Rajasthan,', 'Rajasthan Royals']",Left-hand bat,Right-arm medium,MA Parihar,0,Left,Right,medium
436,VS Yeligati,India,Vikrant Shyam Yeligati,"['Mumbai,', 'Mumbai Indians,', 'Mumbai Under-16s,', 'Mumbai Under-19s']",Right-hand bat,Right-arm offbreak,VS Yeligati,0,Right,Right,off
437,DJ Willey,England,David Jonathan Willey,"['Chennai Super Kings,', 'England Lions,', 'England Under-19s,', 'Northamptonshire,', 'Northamptonshire 2nd XI,', 'Perth Scorchers,', 'Yorkshire']",Left-hand bat,Left-arm fast-medium,DJ Willey,1,Left,Left,medium
438,DJM Short,Australia,D'Arcy John Matthew Short,"['Australia,', 'Hobart Hurricanes,', 'Northern Territory,', 'Northern Territory Under-19s,', 'Rajasthan Royals,', 'St Lucia Stars,', 'Western Australia']",Left-hand bat,Slow left-arm chinaman,DJM Short,1,Left,Right,slow
439,JC Buttler,England,Joseph Charles Buttler,"['England,', 'Comilla Victorians,', 'England Lions,', 'England Under-19s,', 'Lancashire,', 'Melbourne Renegades,', 'Mumbai Indians,', 'Rajasthan Royals,', 'Somerset,', 'Somerset 2nd XI,', 'Sydney Thunder']",Right-hand bat,,JC Buttler,1,Right,Right,
440,A Mithun,India,Abhimanyu Mithun,"['India,', 'India A,', 'Karnataka,', 'Karnataka XI,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'South Zone,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,A Mithun,0,Right,Right,medium
441,BA Stokes,England,Benjamin Andrew Stokes,"['England,', 'Canterbury,', 'Durham,', 'Durham 2nd XI,', 'England Lions,', 'England Under-19s,', 'Melbourne Renegades,', 'Rajasthan Royals,', 'Rising Pune Supergiant']",Left-hand bat,Right-arm fast-medium,BA Stokes,1,Left,Right,medium
442,MA Starc,Australia,Mitchell Aaron Starc,"['Australia,', 'Australia A,', 'Australia Under-19s,', 'New South Wales,', 'New South Wales Second XI,', 'New South Wales Under-17s,', 'New South Wales Under-19s,', 'Royal Challengers Bangalore,', 'Sydney Sixers,', 'Western Suburbs,', 'Yorkshire']",Left-hand bat,Left-arm fast,MA Starc,1,Left,Left,fast
443,Suresh Kumar,India,Selvam Suresh Kumar,"['Chennai Super Kings,', 'Madurai Super Giant,', 'Tamil Nadu']",Right-hand bat,Right-arm offbreak,SS Kumar,0,Right,Right,off
444,K Santokie,West Indies,Krishmar Santokie,"['West Indies,', 'Guyana Amazon Warriors,', 'Jamaica,', 'Jamaica Tallawahs,', 'Mumbai Indians,', 'St Kitts and Nevis Patriots,', 'Sylhet Sixers,', 'West Indies A,', 'West Indies Under-15s']",Left-hand bat,Left-arm medium,K Santokie,1,Left,Left,medium
445,B Laughlin,Australia,Ben Laughlin,"['Australia,', 'Adelaide Strikers,', 'Antigua Hawksbills,', 'Canterbury,', 'Chennai Super Kings,', 'Hobart Hurricanes,', 'Northern Districts,', 'Queensland,', 'Queensland Academy of Sport,', 'Quetta Gladiators,', 'Rajasthan Royals,', 'Sunrisers Hyderabad,', 'Tasmania']",Right-hand bat,Right-arm fast-medium,B Laughlin,1,Right,Right,medium
446,S Ladda,India,Sarabjit Ladda,"['Delhi Daredevils,', 'Gujarat Lions,', 'Kolkata Knight Riders,', 'Punjab']",Right-hand bat,Legbreak,S Ladda,0,Right,Right,leg
447,MS Gony,India,Manpreet Singh Gony,"['India,', 'Chennai Super Kings,', 'Deccan Chargers,', 'Gujarat Lions,', 'Kings XI Punjab,', 'Punjab']",Right-hand bat,Right-arm medium,MS Gony,0,Right,Right,medium
448,Shoaib Ahmed,India,Syed Mohammad Shoaib Ahmed,"['Deccan Chargers,', 'Hyderabad (India)']",Right-hand bat,Right-arm fast-medium,SMS Ahmed,0,Right,Right,medium
449,Samad Fallah,India,Samad Mohammed Fallah,"['India Green,', 'Maharashtra,', ""Maharashtra Cricket Association President's XI,"", 'Maharashtra Cricket Association XI,', 'Rajasthan Royals,', 'West Zone']",Left-hand bat,Left-arm medium,SM Fallah,0,Left,Left,medium
450,S Tyagi,India,Sudeep Tyagi,"['India,', 'Chennai Super Kings,', 'India A,', 'Sunrisers Hyderabad,', 'Uttar Pradesh']",Right-hand bat,Right-arm medium,S Tyagi,0,Right,Right,medium
451,Y Nagar,India,Yogesh Nagar,"['Delhi,', 'Delhi Daredevils,', 'Delhi Under-19s,', 'Meghalaya']",Right-hand bat,Right-arm offbreak,Y Nagar,0,Right,Right,off
452,Chetan Suryawanshi,Singapore,Chetan Ramchandra Suryawanshi,"['Singapore,', 'Kolkata Knight Riders,', 'Maharashtra Under-16s']",Right-hand bat,,CR Suryawanshi,1,Right,Right,
453,RR Rossouw,South Africa,Rilee Roscoe Rossouw,"['South Africa,', 'Basnahira Cricket Dundee,', 'Eagles,', 'Free State,', 'Hampshire,', 'Knights,', 'Quetta Gladiators,', 'Royal Challengers Bangalore,', 'South Africa A,', 'South Africa Under-19s']",Left-hand bat,Right-arm offbreak,RR Rossouw,1,Left,Right,off
454,MJ McClenaghan,New Zealand,Mitchell John McClenaghan,"['New Zealand,', 'Auckland,', 'Central Districts,', 'ICC World XI,', 'Lahore Qalandars,', 'Lancashire,', 'Middlesex,', 'Mumbai Indians,', 'New Zealand A,', 'St Lucia Stars,', 'Sydney Thunder']",Left-hand bat,Left-arm fast-medium,MJ McClenaghan,1,Left,Left,medium
455,X Thalaivan Sargunam,India,Xavier Thalaivan Sargunam,"['Badureliya Sports Club,', 'Chepauk Super Gillies,', 'Madras Rubber Factory,', 'Sunrisers Hyderabad,', 'Tamil Nadu,', 'Tamil Nadu Combined Districts XI']",Right-hand bat,Right-arm offbreak,XT Sargunam,0,Right,Right,off
456,KB Arun Karthik,India,Konda Bhaskir Arun Karthik,"['Badureliya Sports Club,', 'Chennai Super Kings,', 'Madurai Super Giant,', 'Royal Challengers Bangalore,', 'Tamil Nadu']",Right-hand bat,Legbreak googly,KBA Karthik,0,Right,Right,leg
457,DA Miller,South Africa,David Andrew Miller,"['South Africa,', 'Dolphins,', 'Durham,', 'Jamaica Tallawahs,', 'Kings XI Punjab,', 'KwaZulu-Natal,', 'KwaZulu-Natal Inland Under-19s,', 'South Africa A,', 'South Africa Academy,', 'South African Schools,', 'St Lucia Zouks,', 'Winnipeg Hawks,', 'World-XI,', 'Yorkshire']",Left-hand bat,Right-arm offbreak,DA Miller,1,Left,Right,off
458,Karanveer Singh,India,Karanveer Singh,"['Chandigarh Lions,', 'Kings XI Punjab,', 'Punjab Under-19s']",Right-hand bat,Legbreak googly,K Singh,0,Right,Right,leg
459,Cameron Delport,South Africa,Cameron Scott Delport,"['Boost Defenders,', 'Chittagong Vikings,', 'Dhaka Dynamites,', 'Dolphins,', 'Guyana Amazon Warriors,', 'Islamabad United,', 'Kolkata Knight Riders,', 'KwaZulu-Natal,', 'KwaZulu-Natal Under-19s,', 'Lahore Qalandars,', 'Lantau Galaxy Riders,', 'Leicestershire,', 'Paarl Rocks,', 'Pakhtoon XI,', 'Paktia Panthers,', 'Royal Bengal Tigers,', 'South Africa A,', 'South Africa Emerging Players,', 'Sydney Thunder,', 'Trinidad & Tobago Red Steel']",Left-hand bat,Right-arm medium,CS Delport,1,Left,Right,medium
460,Murtuza Hussain,India,Murtuza Hussain,"['Kolkata Knight Riders,', 'Mumbai']",Right-hand bat,Right-arm medium,M Hussain,0,Right,Right,medium
461,P Awana,India,Parvinder Awana,"['India,', 'Delhi,', 'Kings XI Punjab']",Right-hand bat,Right-arm medium,P Awana,0,Right,Right,medium
462,Nuwan Pradeep,Sri Lanka,Aththachchi Nuwan Pradeep Roshan Fernando,"['Sri Lanka,', 'Basnahira North,', 'Bloomfield Cricket and Athletic Club,', 'Burgher Recreation Club,', 'Royal Challengers Bangalore,', 'Sri Lanka A,', 'Sri Lanka Cricket Development XI,', 'Tamil Union Cricket and Athletic Club']",Right-hand bat,Right-arm fast-medium,ANPR Fernando,1,Right,Right,medium
463,AG Paunikar,India,Amit Gajanan Paunikar,"['Railways,', 'Rajasthan Royals,', 'Sunrisers Hyderabad,', 'Vidarbha']",Right-hand bat,,AG Paunikar,0,Right,Right,
464,MP Stoinis,Australia,Marcus Peter Stoinis,"['Australia,', 'Australia A,', 'Delhi Daredevils,', 'Kent 2nd XI,', 'Kings XI Punjab,', 'Melbourne Stars,', 'Perth Scorchers,', 'Royal Challengers Bangalore,', 'Scarborough,', 'Victoria,', 'Victoria Under-23s,', 'Victorian XI,', 'Western Australia,', 'Western Australia Under-19s,', 'World XI']",Right-hand bat,Right-arm medium,MP Stoinis,1,Right,Right,medium
465,GJ Maxwell,Australia,Glenn James Maxwell,"['Australia,', 'Delhi Daredevils,', 'Fitzroy-Doncaster,', 'Hampshire,', 'Hampshire 2nd XI,', 'Kings XI Punjab,', 'Melbourne Renegades,', 'Melbourne Stars,', 'Mumbai Indians,', 'Victoria,', 'Victoria Second XI,', 'Victoria Under-19s,', 'Yorkshire']",Right-hand bat,Right-arm offbreak,GJ Maxwell,1,Right,Right,off
466,B Kumar,India,Bhuvneshwar Kumar Singh,"['India,', 'India A,', 'Pune Warriors,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Uttar Pradesh']",Right-hand bat,Right-arm medium,BK Singh,0,Right,Right,medium
467,S Kaul,India,Siddarth Kaul,"['India,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Punjab,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,S Kaul,0,Right,Right,medium
468,Gajendra Singh,India,Gajendra Singh,"['Rajasthan,', 'Rajasthan Royals']",Right-hand bat,Slow left-arm orthodox,G Singh,0,Right,Right,slow
469,AT Carey,Australia,Alex Tyson Carey,"['Australia,', 'Adelaide Strikers,', 'South Australia,', 'South Australia Under-19s,', 'South Australia Under-23s','Delhi Capitals']",Left-hand bat,,AT Carey,1,Left,Right,
470,CA Lynn,Australia,Christopher Austin Lynn,"['Australia,', 'Brisbane Heat,', 'Deccan Chargers,', 'Edmonton Royals,', 'Guyana Amazon Warriors,', 'Jamaica Tallawahs,', 'Kandurata Warriors,', 'Kolkata Knight Riders,', 'Lahore Qalandars,', 'Queensland,', 'Queensland Academy of Sport,', 'Queensland Under-19s,', 'Sunrisers Hyderabad,', 'Trinbago Knight Riders']",Right-hand bat,Slow left-arm orthodox,CA Lynn,1,Right,Right,slow
471,AR Bawne,India,Ankit Ramdas Bawne,"['Delhi Daredevils,', 'India Under-23s,', 'Maharashtra']",Right-hand bat,Right-arm offbreak,AR Bawne,0,Right,Right,off
472,Ameya Shrikhande,India,Ameya Jayprakash Shrikhande,"['Kolkata Knight Riders,', 'Maharashtra']",Right-hand bat,Right-arm medium,AJ Shrikhande,0,Right,Right,medium
473,PM Sarvesh Kumar,India,PM Sarvesh Kumar,"['Deccan Chargers,', 'Hyderabad (India)']",Right-hand bat,Right-arm medium,PS Kumar,0,Right,Right,medium
474,Iresh Saxena,India,Iresh Saxena,"['Bengal,', 'Kolkata Knight Riders']",Right-hand bat,Slow left-arm orthodox,I Saxena,0,Right,Right,slow
475,I Udana,Sri Lanka,Isuru Udana Tillakaratna,"['Sri Lanka,', 'Chilaw Marians Cricket Club,', 'Combined Provinces,', 'Montreal Tigers,', 'Nondescripts Cricket Club,', 'Sri Lanka A,', 'Sri Lanka Ports Authority Cricket Club,', 'Sri Lanka Under-19s,', 'Sri Lanka Under-20s School,', 'Tamil Union Cricket and Athletic Club,', 'Wayamba','Royal Challengers Bangalore']",Right-hand bat,Left-arm medium-fast,IU Tillakaratna,1,Right,Left,medium
476,DB Das,India,Debabrata Baidya Das,"['Bengal,', 'India Under-19s,', 'Kolkata Knight Riders']",Right-hand bat,Legbreak googly,DB Das,0,Right,Right,leg
477,Chris Barnwell,West Indies,Christopher Dion Barnwell,"['West Indies,', 'Barbados Tridents,', 'Guyana,', 'Guyana Amazon Warriors,', 'Royal Challengers Bangalore,', 'West Indies A']",Right-hand bat,Right-arm medium-fast,CD Barnwell,1,Right,Right,medium
478,Mustafizur Rahman,Bangladesh,Mustafizur Rahman,"['Bangladesh,', 'Abahani Limited,', 'Bangladesh Under-19s,', 'Khulna Division,', 'Lahore Qalandars,', 'Mumbai Indians,', 'South Zone (Bangladesh),', 'Sunrisers Hyderabad,', 'Sussex']",Left-hand bat,Left-arm fast-medium,M Rahman,1,Left,Left,medium
479,T Kohli,India,Taruwar Sushil Kohli,"['India Under-19s,', 'Kings XI Punjab,', 'Mizoram,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium,TS Kohli,0,Right,Right,medium
